City,RegionName,avg,zip,count,City_catagory,population,poverty_count,median_household_income,zipcode,poverty_rate
Kittrell,27544,129695.6043956044,27544,1,178,5027.0,890.0,56382.0,27544,17.70439626019495
Kitty Hawk,27949,313526.23024054983,27949,1,179,7532.0,331.0,78191.0,27949,4.394583112055232
Knightdale,27545,147609.87414965985,27545,5,180,27186.0,1815.0,63683.0,27545,6.676230412712425
Knotts Island,27950,179451.95918367346,27950,1,181,2073.0,252.0,58821.0,27950,12.156295224312592
La Grange,28551,99167.94897959183,28551,3,182,15104.0,2366.0,37293.0,28551,15.664724576271185
Lake Lure,28746,249824.54761904763,28746,1,183,2371.0,140.0,60400.0,28746,5.904681568958246
Lake Lure,28756,154966.2159090909,28756,3,183,4715.0,264.0,49452.0,28756,5.59915164369035
Lake Toxaway,28747,320220.08196721313,28747,1,184,2243.0,397.0,36653.0,28747,17.699509585376727
Landis,28088,151434.97647058824,28088,2,185,2746.0,373.0,53949.0,28088,13.583394027676619
Laurel Hill,28351,61692.61224489796,28351,2,186,4698.0,873.0,36949.0,28351,18.5823754789272
Laurinburg,28352,72633.74489795919,28352,10,187,25760.0,6870.0,33657.0,28352,26.66925465838509
Lawsonville,27022,119753.416,27022,2,188,1099.0,50.0,41078.0,27022,4.549590536851684
Leicester,28748,203592.92537313432,28748,1,189,12613.0,1974.0,46075.0,28748,15.650519305478475
Leland,28451,187134.22596153847,28451,5,190,33435.0,4738.0,55357.0,28451,14.170779123672798
Lenoir,28645,102876.54044117648,28645,13,191,46604.0,8246.0,38697.0,28645,17.69376019225818
Lewisville,27023,165426.2993197279,27023,1,192,13088.0,911.0,75208.0,27023,6.96057457212714
Lexington,27292,111749.43197278911,27292,16,193,39649.0,7520.0,41315.0,27292,18.966430426996894
Lexington,27295,129700.15986394558,27295,11,193,38511.0,5256.0,49195.0,27295,13.648048609488196
Liberty,27298,139834.37074829932,27298,3,194,10052.0,1586.0,45095.0,27298,15.777954635893355
Lillington,27546,149110.1505376344,27546,5,195,21313.0,3777.0,48737.0,27546,17.72157837939286
Lincolnton,28092,123121.45238095238,28092,15,196,39710.0,7532.0,47971.0,28092,18.96751447997985
Linden,28356,136058.2619047619,28356,1,197,4890.0,392.0,67609.0,28356,8.016359918200411
Littleton,27850,166732.97278911565,27850,2,198,7244.0,987.0,42176.0,27850,13.625069022639424
Locust,28097,161062.1462585034,28097,2,199,6074.0,628.0,57782.0,28097,10.339150477444845
Louisburg,27549,138447.92972972972,27549,8,200,25645.0,4465.0,47667.0,27549,17.410801325794502
Lowell,28098,120262.33333333333,28098,2,201,3629.0,747.0,51206.0,28098,20.584182970515293
Lowgap,27024,128342.01086956522,27024,1,202,3148.0,557.0,41161.0,27024,17.69377382465057
Lucama,27851,108774.75409836066,27851,2,203,5356.0,892.0,48547.0,27851,16.654219566840926
Lumber Bridge,28357,76686.54273504273,28357,2,204,2682.0,738.0,32060.0,28357,27.51677852348993
Lumberton,28358,87087.31818181818,28358,13,205,38760.0,10467.0,37858.0,28358,27.00464396284829
Lumberton,28360,100851.07575757576,28360,3,205,14931.0,3443.0,37608.0,28360,23.0594066037104
Madison,27025,122011.28321678322,27025,4,206,11387.0,1287.0,47147.0,27025,11.302362343022745
Maiden,28650,127492.36394557822,28650,4,207,11106.0,1458.0,50092.0,28650,13.128038897893028
Manteo,27954,259761.30927835053,27954,3,208,7389.0,372.0,52626.0,27954,5.034510759236703
Marion,28752,115808.66666666667,28752,11,209,30591.0,4972.0,41632.0,28752,16.25314635023373
Mars Hill,28754,196738.87074829932,28754,2,210,10138.0,1781.0,45428.0,28754,17.567567567567572
Marshall,28753,172722.3208955224,28753,4,211,9937.0,1411.0,40883.0,28753,14.19945657643152
Marshville,28103,142198.81412639405,28103,4,212,11397.0,1096.0,55116.0,28103,9.616565762920066
Matthews,28105,172119.81292517006,28105,9,213,45786.0,3056.0,75329.0,28105,6.674529332110253
Maxton,28364,53049.83984375,28364,4,214,15183.0,4610.0,33462.0,28364,30.36290588157808
Mayodan,27027,102813.46503496503,27027,1,215,4382.0,889.0,32183.0,27027,20.287539936102235
Maysville,28555,125627.5023255814,28555,2,216,4767.0,1124.0,47527.0,28555,23.578770715334592
Mc Adenville,28101,221448.61194029852,28101,1,217,826.0,71.0,60294.0,28101,8.595641646489103
Mebane,27302,151754.33333333334,27302,7,218,31331.0,4022.0,56230.0,27302,12.837126168970027
Micro,27555,112502.43542435425,27555,1,219,672.0,193.0,30833.0,27555,28.720238095238088
Middlesex,27557,104296.95108695653,27557,1,220,7558.0,1492.0,43098.0,27557,19.74067213548558
Midland,28107,180117.59863945577,28107,1,221,7380.0,616.0,70086.0,28107,8.346883468834687
Millers Creek,28651,121606.92517006803,28651,2,222,7419.0,1829.0,35919.0,28651,24.652918183043536
Mills River,28759,219235.70631970261,28759,2,223,7488.0,547.0,63547.0,28759,7.305021367521367
Minnesott Beach,28510,226101.4649122807,28510,1,224,1503.0,77.0,57381.0,28510,5.123087159015303
Mint Hill,28227,137415.54081632654,28227,8,225,55769.0,6836.0,57752.0,28227,12.257705893955427
Misenheimer,28109,91735.11904761905,28109,1,226,340.0,5.0,-666666666.0,28109,1.4705882352941175
Mocksville,27028,143901.57671957673,27028,9,227,26044.0,4497.0,48167.0,27028,17.2669328828137
Moncure,27559,211565.6523297491,27559,1,228,2225.0,153.0,68264.0,27559,6.876404494382022
Monroe,28110,153629.2888888889,28110,13,229,53520.0,7503.0,57969.0,28110,14.019058295964124
Monroe,28112,147043.90706319702,28112,10,229,26999.0,3806.0,52745.0,28112,14.096818400681505
Mooresboro,28114,75687.4693877551,28114,1,230,7139.0,1588.0,38944.0,28114,22.244011766353825
Mooresville,28115,161495.54448398575,28115,12,231,37023.0,3765.0,62252.0,28115,10.169354185236203
Mooresville,28117,243635.28624535317,28117,7,231,39278.0,2376.0,85591.0,28117,6.049187840521412
Moravian Falls,28654,119212.375,28654,2,232,3100.0,261.0,45081.0,28654,8.419354838709678
Morehead City,28557,194246.37414965985,28557,6,233,15204.0,1663.0,54528.0,28557,10.937911076032622
Morrisville,27560,207883.24829931973,27560,3,234,32801.0,2020.0,93440.0,27560,6.158348830828329
Mount Airy,27030,109687.72330097087,27030,11,235,35843.0,6440.0,36859.0,27030,17.967246045252907
Mount Airy,27053,119913.67659574468,27053,2,235,2973.0,345.0,44967.0,27053,11.604439959636732
Mount Holly,28120,144768.67399267398,28120,5,236,21119.0,2111.0,56234.0,28120,9.99573843458497
Mount Olive,28365,74175.20408163265,28365,4,237,16886.0,5103.0,44209.0,28365,30.22030084093332
Mount Pleasant,28124,157223.193877551,28124,3,238,6192.0,514.0,59167.0,28124,8.301033591731265
Mount Ulla,28125,186652.816091954,28125,2,239,2262.0,161.0,63603.0,28125,7.11759504862953
Moyock,27958,205796.70408163266,27958,2,240,10988.0,745.0,84575.0,27958,6.780123771386968
Nags Head,27959,295131.26804123714,27959,2,241,2908.0,238.0,58803.0,27959,8.184319119669876
Nashville,27856,140401.19487179487,27856,3,242,16488.0,2308.0,52729.0,27856,13.998059194565744
Nebo,28761,189477.30392156861,28761,1,243,7671.0,1145.0,37889.0,28761,14.926345978360054
New Bern,28560,125977.08843537416,28560,5,244,27590.0,5108.0,46133.0,28560,18.51395433127945
New Bern,28562,158148.24829931973,28562,8,244,38598.0,3744.0,57592.0,28562,9.699984455153118
Newport,28570,157197.17006802722,28570,5,245,21590.0,2585.0,51569.0,28570,11.973135710977305
Newton,28658,118865.09863945578,28658,9,246,27479.0,3471.0,46977.0,28658,12.631464027075221
North Wilkesboro,28659,91023.04761904762,28659,4,247,21229.0,5178.0,33832.0,28659,24.39116303170192
Norwood,28128,122880.87074829932,28128,4,248,7056.0,883.0,45689.0,28128,12.514172335600907
Oak Ridge,27310,214474.53401360544,27310,1,249,7290.0,153.0,117039.0,27310,2.098765432098765
Oakboro,28129,136319.36394557822,28129,2,250,5287.0,433.0,50609.0,28129,8.189899754113863
Old Fort,28762,138556.96376811594,28762,1,251,6958.0,1546.0,37845.0,28762,22.219028456453003
Olin,28660,179882.3407079646,28660,2,252,1878.0,162.0,45165.0,28660,8.62619808306709
Orrum,28369,65473.69696969697,28369,1,253,2865.0,764.0,29848.0,28369,26.66666666666667
Oxford,27565,132283.92176870749,27565,10,254,25375.0,3947.0,47056.0,27565,15.554679802955663
Parkton,28371,91475.77210884354,28371,1,255,7249.0,1331.0,50523.0,28371,18.361153262518968
Pembroke,28372,80533.45454545454,28372,5,256,14022.0,3627.0,29399.0,28372,25.86649550706033
Pendleton,27862,60918.838926174496,27862,1,257,649.0,124.0,37500.0,27862,19.106317411402163
Pikeville,27863,132573.10884353743,27863,3,258,12855.0,1560.0,56724.0,27863,12.135355892648775
Pilot Mountain,27041,136563.5062240664,27041,4,259,7947.0,1439.0,41771.0,27041,18.107461935321506
Pine Hall,27042,112473.20819112628,27042,1,260,610.0,17.0,55156.0,27042,2.7868852459016398
Pine Level,27568,129600.25367647059,27568,1,261,596.0,25.0,45263.0,27568,4.194630872483222
Pinehurst,28374,253636.3469387755,28374,1,262,17190.0,443.0,82312.0,28374,2.577079697498545
Pinetops,27864,53062.85338345865,27864,3,263,4911.0,871.0,40455.0,27864,17.735695377723477
Pinetown,27865,96601.46946564886,27865,2,264,2168.0,290.0,63917.0,27865,13.376383763837635
Pineville,28134,154614.14285714287,28134,2,265,11049.0,1201.0,57047.0,28134,10.869761969408996
Pinnacle,27043,143748.0671641791,27043,2,266,7094.0,884.0,51510.0,27043,12.461234846349027
Pittsboro,27312,257545.30272108843,27312,4,267,20368.0,1706.0,72315.0,27312,8.375883739198741
Pleasant Garden,27313,151398.693877551,27313,1,268,7134.0,645.0,61914.0,27313,9.041211101766189
Pollocksville,28573,96032.9693877551,28573,1,269,2053.0,491.0,44083.0,28573,23.9162201656113
Poplar Branch,27965,134854.66326530612,27965,1,270,693.0,147.0,41250.0,27965,21.21212121212121
Princeton,27569,122230.73454545454,27569,2,271,7942.0,1380.0,43958.0,27569,17.375975824729288
Raeford,28376,140920.3135135135,28376,11,272,44328.0,7967.0,49480.0,28376,17.972838837754914
Raleigh,27601,195925.76530612246,27601,6,273,10445.0,2737.0,36781.0,27601,26.20392532312111
Raleigh,27603,185117.18367346938,27603,6,273,53803.0,9560.0,64087.0,27603,17.76852591862907
Raleigh,27604,153511.2006802721,27604,6,273,47761.0,6634.0,58626.0,27604,13.889993928100333
Raleigh,27605,363385.8605442177,27605,4,273,5490.0,725.0,62479.0,27605,13.205828779599269
Raleigh,27606,198711.02721088435,27606,11,273,46589.0,8967.0,51959.0,27606,19.247032561334226
Raleigh,27607,266155.0442176871,27607,4,273,29536.0,2870.0,77092.0,27607,9.716955579631636
Raleigh,27608,358955.1462585034,27608,3,273,11054.0,534.0,107875.0,27608,4.8308304686086485
Raleigh,27609,204068.28231292518,27609,6,273,32870.0,3395.0,58983.0,27609,10.328567082446
Raleigh,27610,139975.95918367346,27610,14,273,78475.0,15074.0,50092.0,27610,19.20866517999363
Raleigh,27612,225812.19727891157,27612,5,273,38748.0,3218.0,76765.0,27612,8.304944771343036
Raleigh,27613,212543.768707483,27613,5,273,42933.0,1760.0,96185.0,27613,4.09941070971048
Raleigh,27614,210067.18707482994,27614,10,273,33287.0,1239.0,106469.0,27614,3.722173821612041
Raleigh,27615,202863.5136054422,27615,8,273,43461.0,2412.0,82214.0,27615,5.549803271898943
Raleigh,27616,157227.7857142857,27616,7,273,53364.0,6027.0,68084.0,27616,11.294130874747019
Raleigh,27617,223916.3242320819,27617,1,273,18856.0,1178.0,83309.0,27617,6.247348324140858
Ramseur,27316,99802.01052631579,27316,4,274,7157.0,1765.0,39570.0,27316,24.661170881654325
Randleman,27317,130986.90136054422,27317,4,275,16640.0,2666.0,43754.0,27317,16.021634615384613
Red Oak,27809,89932.91666666667,27809,4,276,5083.0,932.0,47940.0,27809,18.335628565807593
Red Springs,28377,55080.87548638132,28377,4,277,12933.0,4682.0,28176.0,28377,36.20196396814351
Reidsville,27320,125919.19727891157,27320,13,278,38634.0,6678.0,41771.0,27320,17.285292747321012
Rennert,28386,61879.560784313726,28386,1,279,5997.0,2230.0,31092.0,28386,37.185259296314825
Richfield,28137,124572.63605442178,28137,1,280,3248.0,189.0,52167.0,28137,5.818965517241379
Richlands,28574,143648.13725490196,28574,4,281,18116.0,2502.0,49267.0,28574,13.810995804813425
Roanoke Rapids,27870,71340.3231292517,27870,7,282,25792.0,6125.0,36287.0,27870,23.74767369727047
Roaring River,28669,80986.14509803921,28669,1,283,2663.0,264.0,41250.0,28669,9.913631242959069
Robbins,27325,98714.51162790698,27325,3,284,6767.0,1391.0,43333.0,27325,20.55563765331757
Rockingham,28379,86512.01646090535,28379,8,285,24403.0,5713.0,36806.0,28379,23.411056017702737
Rockwell,28138,138127.15646258503,28138,2,286,9912.0,1051.0,50331.0,28138,10.603309120258272
Rocky Mount,27801,52739.62925170068,27801,6,287,19737.0,5538.0,32346.0,27801,28.058975528195766
Rocky Mount,27803,99638.33217993079,27803,3,287,18791.0,2851.0,47843.0,27803,15.172156883614495
Rocky Mount,27804,120160.73333333334,27804,9,287,29938.0,3631.0,51385.0,27804,12.128398690627296
Rocky Point,28457,171127.25945945946,28457,4,288,10303.0,2112.0,48843.0,28457,20.498883820246533
Rodanthe,27982,303913.2931726908,27982,1,289,54.0,10.0,-666666666.0,27982,18.51851851851852
Rolesville,27571,187283.78231292518,27571,4,290,6664.0,210.0,112425.0,27571,3.1512605042016806
Ronda,28670,80271.6836734694,28670,3,291,3590.0,269.0,50774.0,28670,7.493036211699164
Rowland,28383,54498.30303030303,28383,4,292,8854.0,2536.0,33952.0,28383,28.642421504404787
Roxboro,27573,99986.46258503401,27573,5,293,11158.0,3113.0,32726.0,27573,27.89926510127263
Roxboro,27574,144217.40136054423,27574,4,293,14489.0,2129.0,50483.0,27574,14.69390572158189
Ruffin,27326,101460.43554006968,27326,1,294,2872.0,499.0,49053.0,27326,17.37465181058496
Rural Hall,27045,123260.0068027211,27045,1,295,9374.0,975.0,53932.0,27045,10.401109451674843
Rutherfordton,28139,116586.10884353741,28139,4,296,20900.0,2510.0,45053.0,28139,12.009569377990433
Saint Pauls,28384,67853.71484375,28384,3,297,11199.0,2468.0,32744.0,28384,22.037681935887125
Salisbury,28144,115449.35294117648,28144,4,298,25158.0,4766.0,43136.0,28144,18.94427219969791
Salisbury,28146,153681.8,28146,7,298,27496.0,4264.0,51806.0,28146,15.507710212394528
Salisbury,28147,159839.09523809524,28147,4,298,24878.0,4395.0,49048.0,28147,17.666211110217862
Sandy Ridge,27046,111883.78231292516,27046,1,299,1922.0,242.0,38589.0,27046,12.59105098855359
Sanford,27330,119138.34353741497,27330,13,300,39279.0,6191.0,48744.0,27330,15.761602892130654
Sanford,27332,129956.1156462585,27332,4,300,31629.0,4352.0,57649.0,27332,13.759524487021404
Scotland Neck,27874,48398.684426229505,27874,2,301,3766.0,915.0,36023.0,27874,24.296335634625603
Seagrove,27341,85989.6156462585,27341,2,302,5263.0,471.0,44789.0,27341,8.949268478054343
Selma,27576,116159.5955882353,27576,2,303,18104.0,4918.0,38676.0,27576,27.16526734423332
Semora,27343,297236.6304347826,27343,1,304,1579.0,290.0,64244.0,27343,18.36605446485117
Seven Lakes,27376,204315.08673469388,27376,3,305,8998.0,811.0,63278.0,27376,9.013114025338963
Seven Springs,28578,94539.4387755102,28578,1,306,6858.0,1926.0,44288.0,28578,28.083989501312328
Shallotte,28470,176600.15942028986,28470,2,307,12089.0,2359.0,39636.0,28470,19.513607411696587
Shawboro,27973,173825.3775510204,27973,1,308,1143.0,146.0,41736.0,27973,12.773403324584427
Shelby,28150,109365.6462585034,28150,8,309,27581.0,6350.0,38328.0,28150,23.023095609296256
Shelby,28152,112468.96598639456,28152,10,309,25348.0,5132.0,41492.0,28152,20.246173268107942
Sherrills Ford,28673,245218.32993197278,28673,1,310,6307.0,275.0,78479.0,28673,4.360234659901697
Siler City,27344,117643.59352517985,27344,7,311,18798.0,3720.0,42680.0,27344,19.78933929141398
Sims,27880,156309.94358974358,27880,1,312,3242.0,589.0,65768.0,27880,18.167797655768048
Smithfield,27577,128001.2205882353,27577,8,313,25330.0,4465.0,46508.0,27577,17.627319384129493
Smyrna,28579,152082.55782312926,28579,1,314,554.0,129.0,46964.0,28579,23.28519855595668
Snow Camp,27349,148832.54022988505,27349,1,315,5500.0,436.0,52547.0,27349,7.927272727272728
Sophia,27350,131679.5298245614,27350,1,316,6021.0,569.0,44147.0,27350,9.450257432320214
Southern Pines,28387,221608.8418367347,28387,3,317,15526.0,2017.0,60617.0,28387,12.991111683627462
Spencer,28159,96788.57647058823,28159,3,318,2908.0,698.0,38125.0,28159,24.002751031636862
Spindale,28160,63400.336734693876,28160,2,319,3586.0,433.0,36199.0,28160,12.07473508087005
Spring Hope,27882,108830.25543478261,27882,2,320,7637.0,1827.0,42587.0,27882,23.923006416131987
Spring Lake,28390,93309.22789115646,28390,8,321,23790.0,4763.0,46600.0,28390,20.021017234131985
Stallings,28104,178904.80272108843,28104,5,322,31085.0,1349.0,104745.0,28104,4.339713688274086
Stanfield,28163,166195.58163265305,28163,1,323,5469.0,416.0,64559.0,28163,7.606509416712378
Stanley,28164,148543.11895910781,28164,3,324,15099.0,1140.0,56762.0,28164,7.550168885356648
Stantonsburg,27883,88320.95108695653,27883,2,325,2970.0,592.0,44561.0,27883,19.932659932659927
State Road,28676,120973.93884892086,28676,2,326,4028.0,492.0,52543.0,28676,12.21449851042701
Statesville,28625,138312.02222222224,28625,6,327,39518.0,4945.0,50216.0,28625,12.513285085277596
Statesville,28677,122795.77695167286,28677,15,327,34545.0,6196.0,45191.0,28677,17.936025474019395
Stedman,28391,122530.01700680272,28391,2,328,5984.0,1268.0,52762.0,28391,21.18983957219251
Stem,27581,134641.4693877551,27581,1,329,4832.0,112.0,63667.0,27581,2.3178807947019866
Stokes,27884,101684.97311827957,27884,1,330,1301.0,0.0,60147.0,27884,0.0
Stokesdale,27357,167666.72108843538,27357,1,331,8652.0,1195.0,61101.0,27357,13.811835413777162
Stoneville,27048,124207.79238754325,27048,1,332,8059.0,1432.0,53154.0,27048,17.768953964511727
Stony Point,28678,161406.6436781609,28678,1,333,6577.0,650.0,48083.0,28678,9.882925345902386
Stovall,27582,47641.17391304348,27582,1,334,447.0,110.0,-666666666.0,27582,24.60850111856823
Sugar Grove,28679,191958.95918367346,28679,2,335,1740.0,202.0,46250.0,28679,11.609195402298852
Summerfield,27358,205177.70408163266,27358,2,336,15184.0,765.0,90909.0,27358,5.038198103266597
Sunbury,27979,100088.06077348067,27979,1,337,1547.0,53.0,59688.0,27979,3.425985778926956
Surf City,28445,266659.8756756757,28445,3,338,7278.0,910.0,59766.0,28445,12.503435009618027
Swannanoa,28778,178419.91078066913,28778,4,339,9939.0,1562.0,46265.0,28778,15.71586678740316
Swansboro,28584,191618.16666666666,28584,5,340,12265.0,1620.0,59102.0,28584,13.208316347329802
Sylva,28779,182351.69565217392,28779,5,341,18141.0,2513.0,53582.0,28779,13.852599084945702
Tarboro,27886,65345.04081632653,27886,10,342,20450.0,4240.0,35959.0,27886,20.73349633251833
Taylorsville,28681,137122.58333333334,28681,7,343,25636.0,3254.0,45788.0,28681,12.693087845217665
Thomasville,27360,113008.21428571429,27360,12,344,45603.0,7386.0,43661.0,27360,16.19630287481087
Timberlake,27583,168512.07142857142,27583,1,345,7020.0,505.0,58274.0,27583,7.193732193732194
Tobaccoville,27050,125994.05442176871,27050,1,346,3995.0,343.0,54167.0,27050,8.585732165206508
Traphill,28685,88433.90476190476,28685,1,347,1979.0,548.0,37813.0,28685,27.69075290550783
Trenton,28585,82897.48314606742,28585,3,348,3674.0,1190.0,31600.0,28585,32.38976592270005
Trinity,27370,132061.78231292518,27370,7,349,15678.0,1714.0,51748.0,27370,10.932516902666157
Troutman,28166,158912.79553903345,28166,3,350,9394.0,1050.0,61406.0,28166,11.177347242921014
Union Grove,28689,201544.73720136518,28689,1,351,2071.0,346.0,61000.0,28689,16.70690487687107
Valdese,28690,149208.54545454544,28690,3,352,9125.0,1549.0,41875.0,28690,16.975342465753428
Vale,28168,137285.37089201878,28168,3,353,10056.0,1173.0,47888.0,28168,11.664677804295941
Vanceboro,28586,91736.74149659864,28586,2,354,7259.0,1615.0,35500.0,28586,22.248243559718965
Vass,28394,188840.76020408163,28394,2,355,5303.0,1113.0,47018.0,28394,20.988119932113896
Vilas,28692,201330.87414965985,28692,1,356,3941.0,409.0,56361.0,28692,10.378076630296876
Wade,28395,118117.60884353741,28395,1,357,2466.0,216.0,54656.0,28395,8.75912408759124
Wagram,28396,75987.34013605442,28396,1,358,2620.0,711.0,44901.0,28396,27.137404580152673
Wake Forest,27587,204092.64965986394,27587,11,359,66583.0,3624.0,92878.0,27587,5.442830752594506
Walkertown,27051,122678.83673469388,27051,4,360,7678.0,824.0,47940.0,27051,10.731961448293827
Walnut Cove,27052,119756.27210884354,27052,5,361,9906.0,1724.0,39460.0,27052,17.403593781546537
Washington,27889,114628.86054421769,27889,7,362,26576.0,5692.0,40740.0,27889,21.41782059000602
Waxhaw,28173,186420.77037037036,28173,12,363,56910.0,2124.0,116043.0,28173,3.7322087506589354
Waynesville,28785,250860.7243243243,28785,1,364,7811.0,890.0,58551.0,28785,11.394187684035337
Waynesville,28786,208195.25268817204,28786,6,364,20821.0,2754.0,48486.0,28786,13.227030401997984
Weaverville,28787,224048.28231292518,28787,6,365,21314.0,2495.0,53258.0,28787,11.705920990897999
Weldon,27890,39490.92608695652,27890,3,366,2778.0,1230.0,28264.0,27890,44.27645788336933
Wendell,27591,148939.47959183675,27591,10,367,21098.0,2106.0,62651.0,27591,9.981988814105602
Whispering Pines,28327,183980.69897959183,28327,4,368,16192.0,2051.0,53080.0,28327,12.666749011857707
Whitakers,27891,74342.1043956044,27891,1,369,5356.0,1229.0,42656.0,27891,22.946228528752798
Whittier,28789,189530.15675675677,28789,1,370,5281.0,750.0,40708.0,28789,14.201855709145994
Wilkesboro,28697,136654.10884353743,28697,4,371,13638.0,2148.0,46769.0,28697,15.750109986801586
Willow Spring,27592,157528.36458333334,27592,2,372,15588.0,1451.0,67820.0,27592,9.308442391583267
Wilmington,28401,132993.2213438735,28401,9,373,24279.0,7487.0,33309.0,28401,30.83734914947074
Wilmington,28403,184401.27559055117,28403,8,373,40919.0,10576.0,37235.0,28403,25.846183924338327
Wilmington,28405,167826.28346456692,28405,9,373,32330.0,5569.0,54544.0,28405,17.225487163625118
Wilmington,28409,216251.05118110238,28409,4,373,34180.0,2938.0,78761.0,28409,8.595669982445875
Wilmington,28411,201359.7658730159,28411,2,373,37995.0,3639.0,72045.0,28411,9.57757599684169
Wilmington,28412,189725.58267716537,28412,9,373,38213.0,6231.0,52306.0,28412,16.305969172794594
Wilson,27813,77289.53804347826,27813,1,374,825.0,220.0,35625.0,27813,26.66666666666667
Wilson,27893,86544.39784946236,27893,18,374,39372.0,11414.0,34210.0,27893,28.990145280910287
Wilson,27896,148771.89743589744,27896,2,374,20681.0,1860.0,63792.0,27896,8.993762390600066
Wingate,28174,135932.01115241635,28174,2,375,9284.0,1729.0,48936.0,28174,18.623438173201208
Winnabow,28479,187110.1923076923,28479,1,376,6274.0,634.0,59175.0,28479,10.105196047178833
Winston-Salem,27040,144204.4149659864,27040,2,377,11803.0,1176.0,73442.0,27040,9.96356858425824
Winston-Salem,27101,98002.48299319728,27101,10,377,19681.0,5935.0,31805.0,27101,30.155988008739392
Winston-Salem,27103,135946.81292517006,27103,4,377,34993.0,5856.0,49623.0,27103,16.73477552653388
Winston-Salem,27104,161377.27551020408,27104,6,377,27892.0,2509.0,64579.0,27104,8.995410870500502
Winston-Salem,27105,88854.8469387755,27105,13,377,40530.0,11089.0,33937.0,27105,27.359980261534663
Winston-Salem,27106,140838.1462585034,27106,13,377,48351.0,8233.0,49947.0,27106,17.027569233314722
Winston-Salem,27107,118242.42176870749,27107,7,377,47610.0,12051.0,42787.0,27107,25.31190926275993
Winston-Salem,27127,122393.30952380953,27127,9,377,39902.0,7308.0,48262.0,27127,18.31487143501579
Winterville,28590,148498.77157360406,28590,5,378,24613.0,2747.0,65594.0,28590,11.16076869946776
Woodleaf,27054,151278.84705882354,27054,1,379,2388.0,161.0,70101.0,27054,6.742043551088778
Wrightsville Beach,28480,867084.6547619047,28480,1,380,2536.0,216.0,83417.0,28480,8.517350157728707
Yadkinville,27055,122836.27272727272,27055,4,381,14131.0,1855.0,44574.0,27055,13.127167221003466
Youngsville,27596,165427.65529010238,27596,3,382,18359.0,1624.0,70535.0,27596,8.845797701399858
Zebulon,27597,147983.47959183675,27597,5,383,23538.0,2995.0,58514.0,27597,12.724105701418983
Zionville,28698,174710.97959183675,28698,1,384,2247.0,511.0,42609.0,28698,22.741433021806852
